GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,age,Employed,Outcome
1,0,1,1,202500.0,0,4,1,1,18,3,40,1,0
1,1,1,0,135000.0,3,3,1,5,9,2,27,1,0
1,1,0,0,225000.0,0,4,3,1,11,1,47,1,0
1,0,1,1,157500.0,3,4,1,1,16,3,34,1,0
1,1,1,1,270000.0,0,4,1,1,9,3,33,1,0
0,1,1,2,216000.0,3,1,1,1,4,4,34,1,0
1,0,1,0,114750.0,1,4,2,1,13,1,58,0,0
0,0,1,2,99000.0,0,1,1,1,0,4,34,1,0
0,0,1,0,47250.0,1,4,1,2,13,2,58,0,0
0,0,0,0,49500.0,1,4,1,1,13,2,65,0,0
0,0,1,0,135000.0,3,4,3,1,9,1,48,1,0
0,1,1,1,225000.0,0,1,1,1,11,3,46,1,0
1,0,1,0,225000.0,3,4,1,1,9,2,58,1,0
1,0,1,0,90000.0,1,4,1,1,13,2,65,0,0
0,0,0,0,180000.0,0,4,3,1,2,1,31,1,0
0,0,1,0,103500.0,1,4,4,1,13,1,66,0,0
0,1,1,0,135000.0,0,4,1,1,4,2,33,1,0
0,1,1,0,225000.0,1,4,1,1,13,2,62,0,0
1,0,1,1,112500.0,3,4,1,1,9,3,50,1,0
0,0,0,0,270000.0,3,4,1,1,11,2,45,1,0
0,1,1,1,270000.0,3,4,1,1,9,3,38,1,0
1,0,0,0,202500.0,2,1,1,1,4,2,34,1,0
1,1,0,0,180000.0,0,4,1,2,2,2,26,1,0
1,0,1,0,180000.0,3,3,0,1,11,2,35,1,0
0,1,0,1,108000.0,0,1,1,1,16,3,44,1,0
0,1,0,0,225000.0,3,4,1,1,16,2,56,1,0
1,1,1,0,157500.0,3,4,1,1,5,2,27,1,0
1,0,1,0,225000.0,0,4,3,1,9,1,25,1,0
0,0,0,0,216000.0,1,4,1,1,13,2,62,0,0
0,0,1,1,135000.0,3,0,0,1,9,3,47,1,0
0,0,1,0,112500.0,1,4,1,1,13,2,66,0,0
0,0,1,1,135000.0,0,2,1,1,11,3,28,1,0
0,0,1,0,157500.0,1,4,3,1,13,1,62,0,0
0,0,0,0,45000.0,2,4,1,1,12,2,38,1,0
1,1,0,0,157500.0,3,1,1,1,9,2,42,1,0
1,0,1,1,198000.0,0,2,3,1,11,2,26,1,0
0,0,0,0,234000.0,2,1,0,1,4,2,60,1,0
0,1,1,0,157500.0,3,4,1,1,9,2,41,1,0
0,0,0,0,198000.0,1,4,4,1,13,1,60,0,0
0,1,1,0,157500.0,1,4,4,1,13,1,55,0,0
0,1,1,0,180000.0,3,4,1,1,9,2,35,1,0
0,0,1,0,216000.0,1,1,3,1,13,1,55,0,0
0,0,0,0,112500.0,3,4,1,1,9,2,28,1,0
0,0,0,0,94500.0,3,1,1,1,9,2,24,1,0
0,0,0,0,69750.0,1,4,4,2,13,1,60,0,0
0,0,0,1,103500.0,3,4,1,1,16,3,32,1,0
1,1,1,1,157500.0,3,4,1,1,9,3,37,1,0
0,0,1,0,112500.0,3,1,1,1,4,2,31,1,0
0,0,0,0,67500.0,3,4,1,5,3,2,44,1,0
1,0,1,0,157500.0,3,2,1,1,9,2,37,1,0
1,0,1,0,270000.0,3,1,1,1,9,2,32,1,0
1,0,1,1,135000.0,3,4,1,1,9,3,51,1,0
1,1,1,0,112500.0,3,4,3,1,9,1,24,1,0
0,1,1,1,126000.0,3,1,1,1,9,3,25,1,0
0,1,1,0,175500.0,1,1,1,1,13,2,60,0,0
1,0,0,1,148500.0,3,4,1,1,9,3,37,1,0
0,1,0,0,126000.0,2,2,3,1,4,1,32,1,0
1,1,1,0,225000.0,0,1,3,5,16,1,29,1,0
1,0,1,1,126000.0,0,4,0,1,2,3,34,1,0
0,0,0,0,157500.0,1,4,2,1,13,1,65,0,0
1,0,1,0,157500.0,0,1,1,1,2,2,42,1,0
1,1,1,2,270000.0,0,1,1,1,5,4,38,1,0
1,1,1,0,180000.0,0,4,1,1,5,2,49,1,0
0,0,0,0,144000.0,3,4,1,1,9,2,54,1,0
0,1,0,0,112500.0,0,1,1,1,4,2,29,1,0
1,0,0,0,225000.0,0,4,1,1,10,2,36,1,0
0,0,1,0,180000.0,3,1,1,1,7,2,60,1,0
0,1,1,1,144000.0,3,1,1,1,0,3,35,1,0
1,1,0,1,360000.0,2,4,1,1,5,3,30,1,0
0,0,0,0,225000.0,0,2,3,1,0,1,28,1,0
1,1,1,2,180000.0,3,1,1,1,11,4,36,1,0
1,1,0,0,270000.0,3,4,0,1,5,2,41,1,0
0,1,1,0,225000.0,3,1,1,1,9,2,45,1,0
